Vardas         Pavarde             p1   p2   p3   p4   p5   p6   p7   p8   p9   p10  p11  p12  p13  p14  p15  egz  
Vardas61528    Pavarde61528        1    7    3    10   2    2    7    9    4    9    10   2    2    2    1    7    
Vardas61529    Pavarde61529        1    10   9    1    5    8    4    1    2    3    9    7    6    1    6    2    
Vardas61530    Pavarde61530        3    5    10   6    4    10   3    10   9    2    9    2    6    2    6    5    
Vardas61531    Pavarde61531        4    9    10   8    9    5    3    8    4    7    3    8    7    1    4    6    
Vardas61532    Pavarde61532        4    5    1    5    6    6    8    1    4    2    8    10   4    4    6    9    
Vardas61533    Pavarde61533        2    8    2    9    1    8    8    4    4    10   9    7    1    7    8    10   
Vardas61534    Pavarde61534        9    2    4    2    5    6    4    5    6    7    2    8    5    8    2    2    
Vardas61535    Pavarde61535        9    5    1    7    2    7    5    10   9    3    8    4    1    6    5    2    
Vardas61536    Pavarde61536        3    5    5    1    6    4    8    6    2    8    7    10   2    5    8    2    
Vardas61537    Pavarde61537        8    9    8    9    4    5    5    5    10   3    8    4    5    8    2    7    
Vardas61538    Pavarde61538        2    6    5    10   4    9    2    5    8    5    2    6    2    10   7    8    
Vardas61539    Pavarde61539        9    3    7    10   4    4    6    1    10   1    2    1    8    4    3    5    
Vardas61540    Pavarde61540        8    5    4    3    3    6    3    4    5    1    3    7    10   6    9    4    
Vardas61541    Pavarde61541        5    7    4    9    1    7    6    8    8    6    8    3    6    3    9    2    
Vardas61542    Pavarde61542        6    4    7    9    4    5    6    9    8    7    5    10   9    9    9    8    
Vardas61543    Pavarde61543        7    4    4    7    2    1    6    8    8    10   7    7    10   7    2    10   
Vardas61544    Pavarde61544        8    7    5    4    1    7    3    9    6    1    6    7    2    7    7    1    
Vardas61545    Pavarde61545        3    8    3    9    2    10   6    10   3    9    7    5    1    1    10   2    
Vardas61546    Pavarde61546        7    9    8    6    1    1    4    4    4    4    3    2    10   8    5    7    
Vardas61547    Pavarde61547        10   8    1    5    1    5    10   6    5    4    9    9    4    6    9    4    
Vardas61548    Pavarde61548        10   5    10   10   8    7    5    2    7    4    6    7    7    8    8    6    
Vardas61549    Pavarde61549        6    3    2    9    6    1    2    8    2    2    9    6    8    10   7    10   
Vardas61550    Pavarde61550        8    4    3    5    2    6    8    2    10   10   10   5    8    3    5    7    
Vardas61551    Pavarde61551        8    5    4    5    7    10   5    1    7    1    4    10   1    10   6    3    
Vardas61552    Pavarde61552        8    1    5    3    3    3    6    8    6    9    7    5    8    8    6    9    
Vardas61553    Pavarde61553        4    7    4    2    1    8    1    10   6    4    6    3    4    3    7    8    
Vardas61554    Pavarde61554        9    8    9    6    8    2    8    2    6    3    10   9    8    10   8    8    
Vardas61555    Pavarde61555        3    10   3    10   6    5    6    7    5    6    7    2    1    7    10   3    
Vardas61556    Pavarde61556        6    5    8    7    5    4    4    3    4    3    10   1    1    10   7    4    
Vardas61557    Pavarde61557        2    10   3    7    7    10   3    6    4    3    5    3    1    5    4    2    
Vardas61558    Pavarde61558        7    2    2    4    4    8    7    5    7    8    2    1    1    4    9    3    
Vardas61559    Pavarde61559        2    9    1    2    5    5    4    9    10   8    4    9    2    3    4    10   
Vardas61560    Pavarde61560        5    2    10   7    8    2    7    3    6    6    5    9    3    7    10   5    
Vardas61561    Pavarde61561        8    10   7    4    1    8    1    4    9    2    5    10   3    8    6    7    
Vardas61562    Pavarde61562        4    2    8    6    9    2    10   7    8    10   3    6    1    9    8    7    
Vardas61563    Pavarde61563        7    6    1    5    2    8    8    7    8    9    1    8    3    3    2    5    
Vardas61564    Pavarde61564        8    3    10   8    10   1    4    1    6    3    7    5    10   5    7    10   
Vardas61565    Pavarde61565        10   6    9    3    2    6    7    10   1    4    2    2    4    10   3    4    
Vardas61566    Pavarde61566        6    3    2    8    4    8    3    2    10   3    3    4    10   4    3    4    
Vardas61567    Pavarde61567        7    3    3    9    2    6    1    1    9    2    1    8    5    6    8    7    
Vardas61568    Pavarde61568        1    8    2    5    10   4    8    6    9    3    5    1    4    2    6    9    
Vardas61569    Pavarde61569        5    5    3    7    1    6    3    4    9    1    4    3    8    2    7    7    
Vardas61570    Pavarde61570        3    7    1    6    9    1    1    4    5    3    3    9    3    4    4    3    
Vardas61571    Pavarde61571        9    4    3    3    8    9    5    5    8    7    5    5    6    8    1    8    
Vardas61572    Pavarde61572        8    1    1    8    7    9    1    2    5    2    3    2    6    4    10   7    
Vardas61573    Pavarde61573        8    9    6    3    4    4    10   5    3    1    10   10   5    10   10   10   
Vardas61574    Pavarde61574        9    2    1    10   3    8    7    8    1    7    7    4    2    1    6    4    
Vardas61575    Pavarde61575        7    9    10   4    2    10   10   5    8    4    1    9    6    5    10   1    
Vardas61576    Pavarde61576        10   7    10   5    4    6    9    9    6    10   1    4    7    4    10   2    
Vardas61577    Pavarde61577        9    10   1    3    3    4    5    9    4    7    6    10   4    6    5    8    
Vardas61578    Pavarde61578        10   1    10   4    7    1    9    7    7    8    1    2    10   3    2    5    
Vardas61579    Pavarde61579        7    3    9    8    6    10   1    3    9    10   2    9    4    6    3    4    
Vardas61580    Pavarde61580        10   3    1    9    2    1    1    10   7    3    9    3    8    7    6    3    
Vardas61581    Pavarde61581        5    3    6    7    2    8    6    6    2    2    5    7    5    10   2    5    
Vardas61582    Pavarde61582        7    9    1    4    9    4    9    7    5    2    10   1    10   9    6    9    
Vardas61583    Pavarde61583        2    8    10   8    9    9    2    4    7    10   6    6    1    8    2    1    
Vardas61584    Pavarde61584        4    3    10   2    8    8    4    10   1    2    4    10   7    1    8    6    
Vardas61585    Pavarde61585        10   3    9    6    4    2    4    3    9    8    10   10   3    10   6    6    
Vardas61586    Pavarde61586        4    2    3    9    1    8    7    5    6    3    7    5    8    8    9    5    
Vardas61587    Pavarde61587        9    7    10   4    4    8    4    2    3    1    5    2    5    5    6    3    
Vardas61588    Pavarde61588        6    9    9    3    9    1    6    5    4    10   3    6    6    4    9    9    
Vardas61589    Pavarde61589        6    8    3    10   4    5    7    9    5    3    1    2    8    6    5    10   
Vardas61590    Pavarde61590        4    1    8    3    4    2    4    10   5    8    6    9    2    10   8    5    
Vardas61591    Pavarde61591        10   9    3    2    1    1    10   2    2    10   1    1    4    5    4    3    
Vardas61592    Pavarde61592        7    6    5    2    3    3    1    1    4    9    10   7    7    5    6    2    
Vardas61593    Pavarde61593        7    8    8    10   6    8    3    10   8    9    4    1    2    5    7    5    
Vardas61594    Pavarde61594        2    5    6    4    4    3    7    2    8    2    9    3    9    7    3    5    
Vardas61595    Pavarde61595        1    2    9    6    4    6    6    5    4    2    10   10   1    5    6    8    
Vardas61596    Pavarde61596        8    10   5    6    7    2    2    9    7    4    6    7    7    1    5    9    
Vardas61597    Pavarde61597        1    2    10   7    5    7    1    10   10   1    2    1    9    9    7    3    
Vardas61598    Pavarde61598        2    4    2    1    5    4    10   9    1    1    7    9    10   10   8    8    
Vardas61599    Pavarde61599        7    4    7    4    10   7    2    9    3    4    8    8    1    2    10   4    
Vardas61600    Pavarde61600        7    2    9    4    7    7    6    2    3    4    4    3    3    2    4    8    
Vardas61601    Pavarde61601        6    5    5    9    9    10   4    10   2    2    6    10   7    7    4    1    
Vardas61602    Pavarde61602        4    6    3    5    5    6    2    1    10   7    7    3    1    7    6    5    
Vardas61603    Pavarde61603        4    9    2    4    4    2    1    6    2    4    10   1    8    2    7    7    
Vardas61604    Pavarde61604        10   5    8    7    3    3    7    10   8    7    4    6    9    5    4    10   
Vardas61605    Pavarde61605        7    7    5    6    10   10   5    5    2    7    10   5    10   7    5    8    
Vardas61606    Pavarde61606        4    3    1    8    4    6    2    1    6    9    7    1    2    2    3    2    
Vardas61607    Pavarde61607        2    2    1    3    6    7    2    9    3    7    2    3    8    3    8    5    
Vardas61608    Pavarde61608        4    7    7    6    2    10   5    7    7    9    6    6    9    6    4    7    
Vardas61609    Pavarde61609        2    8    8    5    6    2    6    7    2    8    8    7    1    9    4    2    
Vardas61610    Pavarde61610        3    4    8    4    4    4    10   4    2    10   9    9    7    5    7    3    
Vardas61611    Pavarde61611        3    2    4    1    6    7    9    4    1    9    10   5    2    2    9    3    
Vardas61612    Pavarde61612        2    6    6    4    1    4    9    2    2    10   9    4    4    7    8    4    
Vardas61613    Pavarde61613        1    5    7    7    1    6    5    9    3    1    3    8    2    3    1    5    
Vardas61614    Pavarde61614        10   10   7    2    4    3    8    10   5    6    2    10   9    4    8    7    
Vardas61615    Pavarde61615        3    1    5    6    7    6    10   5    5    10   7    4    9    6    2    8    
Vardas61616    Pavarde61616        4    9    1    5    8    2    4    2    7    7    5    6    5    4    5    2    
Vardas61617    Pavarde61617        7    7    8    10   1    10   2    5    4    9    6    1    2    7    2    2    
Vardas61618    Pavarde61618        3    7    4    5    10   1    2    2    1    3    3    4    5    3    4    5    
Vardas61619    Pavarde61619        4    8    2    3    9    6    9    2    3    1    2    10   7    9    6    6    
Vardas61620    Pavarde61620        10   3    6    8    9    2    8    3    9    7    4    2    8    3    7    1    
Vardas61621    Pavarde61621        1    2    6    10   1    5    4    7    5    6    9    3    5    1    6    3    
Vardas61622    Pavarde61622        7    8    4    3    1    8    9    4    8    6    2    6    2    9    1    3    
Vardas61623    Pavarde61623        7    8    6    3    5    10   7    7    3    3    7    7    8    1    1    4    
Vardas61624    Pavarde61624        3    4    4    2    5    2    9    1    1    8    2    8    10   6    2    9    
Vardas61625    Pavarde61625        7    7    4    10   9    6    4    2    9    7    10   10   1    6    8    6    
